contract,mint_number_count,mint_address_count
0x2e8cd167f20208007acf4f1c133ac7526c071f35,574,298
0x2e9e88dec7f4e599b0002e2792e4bebcfedb91b9,3186,827
0x2ef048e7db849c442ebbd73fce7aec6f0dda5162,2688,1595
0x2f05047d99c6893fd4fcf9ce0e7114f76d74a349,473,232
0x2f2954aa2fe2e60c54f396b83b89d4a1f7c2cce9,4381,1059
0x2f2a46df96a50e475319676cac6a6f30a69132ac,637,302
0x2f4716cb40601d858e43420356de0f13e892fdf5,4467,2511
0x2f5c7f3acaa0f79539340736e6ed173830c64fa6,701,595
0x2f8fe3483222146a209ee64dfae2fc0704152188,1772,499
0x2f909abda705f4993ff8119d60db492e73b944f7,54,258
0x2fb704d243cfa179ffad4d87acb1d36bcf243a44,1512,263
0x2fc32f7a650b5bb2eb82f2a78bbc393843a5f83b,3745,1320
0x2fd6faf5adb7f2c075fdfc0f0cbf054ef29b7be0,554,366
0x2feedd8153440d5a2de6f950059f0c0dee695c22,1294,754
0x2ffc84983bb08d29702560100abaa34f35ee0e57,2623,1010
0x30008075b6ad743ffb573a007818117922fc72ce,628,483
0x302eb95360c88e6b420870b326d2961851ec19f8,1439,1111
0x3055e8e501571de36f11520fa3defb631fe7806a,3068,979
0x309157a8fc78cf52a591661db04162bdafec33db,7422,2476
0x30af2d4aa3d1a39b037c8d5c8eaf43e133b6c5c2,1127,593
0x30b541f1182ef19c56a39634b2fdaca5a0f2a741,581,181
0x30cfdd2978f951e58128f50c170b1ae6b5769894,1381,985
0x3110ef5f612208724ca51f5761a69081809f03b7,11029,4792
0x312be6a98441f9f6e3f6246b13ca19701e0ac3b9,3030,1038
0x31385d3520bced94f77aae104b406994d8f2168c,11305,2815
0x313b32957a9cb89f6af3167791e2c58ce2fdd743,3224,445
0x3145ff401b427c845c147aac1e20a040e5ac2de3,3,1320
0x31489bae5946a18292f2f31f649c7947c90edb08,5672,3042
0x3152ffd3f0bb2f3ff94e8983c2e8bd05eb5047c2,143,98
0x315b097b4c26c862645e3ae8fcd73907241e2896,6978,1952
0x3169ca704192b1dde76eefdf69146a797b81fe80,7050,4323
0x3183b1b81e768695ba1ba5e42bf02901573782e5,3082,2232
0x3184935fc9cad628c1a261be00acc26728fba738,2046,628
0x31c6bb9fece67b7135defc1435363f63d3f347a0,1633,746
0x31e45345e6c05be38cfce6f6b8ad2865fa68f58c,2578,1159
0x31e67b611d76f2c9fabe9579cc1c401ce968464d,655,478
0x31fa04619e32266f8efd62a53aaf089c7f48b411,404,218
0x323a461794d9be41a57003e42936b3a6455b5e56,119,50
0x32456ce36bce17e6d5f36de1d5e5592cbb155fd3,620,339
0x327e5933a87945a081ea66af6999e9b6be27215e,8883,228
0x3286b78014a014eb10bcdf377c27a1893b1d4886,4012,442
0x32973908faee0bf825a343000fe412ebe56f802a,10018,4122
0x3298f59d4dcb69150061522f52789121f2088046,1909,756
0x329fd5e0d9aad262b13ca07c87d001bec716ed39,4902,1712
0x32d753b840b475832950f6ad140b403f4a467f2c,2652,1718
0x32e0459a47ec7eedbe61767322928592c157c917,7290,4012
0x3334d12171d75d54d2325cfac924e011e25d12e0,1709,675
0x335cbebf70132e64eee4812b7160f6552662b2d6,3715,2385
0x33924ed59d7696be2717bde6cdb848c05fde9cfb,1786,1256
0x33a13b03d906ba581f172da91b621508d38f41e0,1350,743
0x33d10c573aee33f6245a2a9d473ecab59a78979e,2442,1346
0x34075d8c3a64cb686603b2879e0b19c3253ecb21,661,474
0x340c6ff127a45048dd3de6b8f0b0ade4f8f09a81,334,254
0x34266544bea4a9bf295654359d9ff45b88e5e43d,4945,2230
0x3447873a818d01c56f673fa2398cbb04d547963d,1807,1222
0x345deb959aa52b53b57f11510ac1a466babba503,2739,1968
0x3477811908f961e6bd767e917c37a2d41cd33420,8322,3125
0x3496127bf1d6e05b2d84e11ccc85a38127086682,1556,421
0x34a788b200c4e5b68af866e8d8241f0b4f9c8da5,1534,1027
0x34aa4716f5116ac3d5ca1b4580bc87ef84f8c2c1,2903,1427
0x34b09150783499056b2e04a94c25814fe6ac1c7b,10054,2944
0x34dbf4d6f188642fd06c1075c16b80db0ee3d26b,224,197
0x34de12d0ce16d8692a5b9bb768e0becd87bdac52,5025,1373
0x34e451e437d6b696e69a080bec9f1fdb7b25a472,3691,1475
0x34e6e13cb3c07fe690592689676445f2478ead33,6724,1382
0x34f63158111ee06d854d441c0305ef9038e76509,5555,1601
0x351b0db9d0a2df23a4e9fbbd01171ee187807719,343,250
0x3529f70f9f8b849eb474d11edca552ba44161dce,10139,1567
0x353694da12614b2e9c5517ee1923602be082812d,149,89
0x35407dfad059b77a8319a1a124eda00b0d9ade78,1301,1196
0x3540e516d0c5a5df1ec72b6131ea41a0cb66739b,6387,304
0x35459bbb37c48a08b7ac5d13354523b3d9f9b4f8,896,691
0x35807bb7406dd3d56d1ad6b9d6ea76a76533f59d,5475,2046
0x359cccf30fddfc72defe04391b89dbed6391d4a2,19640,275
0x35bbb894358932afc0c10105c2b360b72ed8549d,1156,585
0x35c5a191593271333147ed238894f6dc88d97da5,22875,8232
0x35d2f3cdaf5e2dea9e6ae3553a4caacba860a395,303,189
0x35e93c60b9f0b9d85933e48434ba9ccd970c7a4e,4515,1385
0x35fbe9f7038f846d62c0c30c418b18371ab8887d,334,57
0x36018502fff2e816a04988034f80a19027e24f01,98,335
0x3615c044a08525a867fc7c8b8e7e663ae2fddccb,184,85
0x361b87deafad28de38d733d8e505eb63601bcb42,954,557
0x36633a2db2c39d573239dea301823b5c850050e5,3366,1763
0x367aa3704cb821e9ee639e9c38dc9986931ead59,13572,4778
0x36d4ec7e585e4efedf5e2fc3bb960cb70115544e,52947,871
0x3714d190bbb7db7b70b0b5983200594a2b0f1052,7776,1757
0x373f8904454ecac13d769db8acb8200f66ff659d,1860,915
0x376badc0502ededbcca551a70e99835534e1f3f1,1979,1225
0x37ba575ce32aff9f156c6665888d0fde607bacb4,889,173
0x37d484e199805cdeff4e85ad19576288b3512c4b,3543,1579
0x37e95d9fc940844268e5e0c2a21a638322fab82f,541,333
0x38046eb1d65e190752771e3db23e312dc19929ea,2757,683
0x38395f84431a3b7f72bc80128c85991279a2c3b1,1877,1177
0x384868bbae77309158c0def64e079f2072e64dda,620,511
0x38797ea75becceb8381201525cf29c7d651f3cf5,30230,4650
0x387dfa5c2fe40133b739c2cb00f78756a0906524,1234,889
0x3887236e4c82b458bac382234c2646c03037bb24,6128,2811
0x389cc513f299f283639b00380138e373499688b6,1695,864
0x38a20c8af77f1ac5e9c795115d119c3cce69ea73,1259,775
0x38b50365230d8836be4b3f7ac9940ad0337e3d0b,1633,690
0x38d1482a0b85d25cdd1b9efe3ece254a618f37e8,2127,80
0x38dfebd8b77a77302573f86d6c11f607bb3cd600,198,112
0x38f8131a80aabc88a224b805f88f27f443a19b25,2767,1662
0x39559fca823e0ffe0b197ad4dec195a58c875092,2576,1395
0x396d0846421eff85141f562dcfc24613ccdb4b2b,1506,564
0x398f10a750750d6267c390f7446c0ed6ba6266e8,1746,402
0x3992d1d6e45e993f50935dd096b87f7054c2ac1c,841,495
0x39935034e697f34df0ab54530d5d15ea1e1e34bc,3694,1026
0x39a851da97f97c64c64f6782b4d166e0b55d5eb6,10000,2660
0x39addc93659284907e6ce31419a2434284e22db6,9438,3481
0x39b01ca9491d83935ff2e2418c4543d15fff4765,1894,39
0x39b780e8062ce299ab60ed3d48f447e97511a2ed,1848,807
0x39c5166d2cc3bb570bbf5cd879c8c35b15dc170f,3298,2206
0x3a14a198c94614dcb4b1c2b0e72d8785e5366bd4,564,334
0x3a212f508bfe6837e238eaaf9b9c687d3f1e2e4d,914,362
0x3a351c9dcc856460a7c05286b93d670968661e1b,1018,808
0x3a6a54092f6666a34c7653a159b41d58d6da1545,102,59
0x3a6cb56d73d55efbcad735d028b9ca2cf65db8a3,1083,726
0x3a74cb2fd3e96807e671017287aea2a1329ced0c,2204,1260
0x3a9c754364cee8eaf6049cc9982723413576089c,733,51
0x3aa35593b383e6fa4305d43d4a5da6d45f0504b9,5000,3654
0x3aad3288c9104381f76183dbff0950d2cb7f4397,1233,851
0x3abedba3052845ce3f57818032bfa747cded3fca,5120,759
0x3af3b6f9e6aedd8b9fa327d3df908743cfed49b4,27243,3278
0x3b13a9f3fc79406735e0395bdec3b135ccfca8b6,7233,3014
0x3b233b7bca413bb7fefb56735b8ac8bc3c280d46,3383,1569
0x3b255b63c30d4c7636878d0410c0ad3dd4160fa7,184,123
0x3b263ffc4019104427f5d3802835fb6a16c2a85c,7016,1315
0x3b33d77bb8f51259fbf7fc4f6fa4e37fda197bb1,1131,889
0x3b38013fd585f69fe48ad344be51d347c4abfaee,14668,7122
0x3b3c2dacfdd7b620c8916a5f7aa6476bdfb1aa07,10046,1642
0x3b77b4a5b70f97140eaed4958cc3259ae2f7c4c1,1853,687
0x3bbe1ffd386cd4128e04e10c342d5e89c310c2ab,4759,1448
0x3bfcdb0261e7f71bd81896816d8515c7352099f0,26252,2776
0x3c1998d878d8e56cf233bda7491dd4676f670a4f,10099,3890
0x3c226f692fe1c45890f91465562b97d2f1532bc8,9382,86
0x3c244814b880de376254ee7b8d6b222b6b09fc74,232,171
0x3c28c9e1314b977de890dfd5a1a46d652d171ed9,3562,1970
0x3c796b905a600f2b2610c30cabfbc0613ae6e73e,1640,883
0x3c8decc90185fc49729fc28df368f8b4af2f6464,314,75
0x3c990c62c999d8aac6bf3106a5b85e75116ef518,3100,1850
0x3ca8f628e2bfe1a3385e99aa82b2079c400d43ad,2777,534
0x3cbb3fa31332f01d523bce14f7ae0617b67808ca,7755,3048
0x3ccdc598c2802afde70ba5015c22055ba94a2652,693,387
0x3cd1836c60aaa3b7ba03f5248d46c0255ab2e891,530,286
0x3cec61e40490fd7b0142bd704200cfbbde3cee3e,1488,369
0x3d0c7901c8824bff9b559ada2a4b0ec8868b9814,1512,424
0x3d479b939e2dd99832f616db6594d723c7f0752f,8072,2277
0x3d5aa37f50ae777fa40d2070e407d57d1aa1e6c6,515,349
0x3d97f570b70cb60c0d3613bd5a9d29cb253b470f,1277,566
0x3db09b37daebacce2ca434b71a8244987d39c9e0,8710,3009
0x3dc4ad1b216cfd1674101383560b674bcfe77b17,1548,1046
0x3dde237834b1e48512a121426ac907c460085d4b,3096,550
0x3df366063189a7f6c872a81128787e51e22927a4,85,21
0x3e17ccb9851a985e2146be4a9874ba2286883ca9,27806,527
0x3e3e107c7dab448c0e7c4dc9c38bb48bd924d5f0,3319,1905
0x3e4c6981206092b602c764ff72fe729de445d8e3,3568,1223
0x3e4d59888f39ac3c9d1f6df22410413b89d67d47,12623,1713
0x3e996dbf5c343f4f87fbe429b3960a0f2cbeeec1,983,593
0x3ea89b0f204a032a354915b9363207eae1d6b223,500,451
0x3ecc4214c38732214a3740987486eeaac3d42c32,1264,633
0x3ed375d74453eeec715cb55221091c1e862546c0,1860,898
0x3ed5f00a6ae96c25f54c8c6e0576e651c8374f94,3015,264
0x3eec8371c0ed04eed6ab20550613579ea73ed625,293,186
0x3f39bd20cd61e48bc40ff990482dc44a3d45bb5b,2683,1046
0x3f965a5777011b2ec1cc4d84cdc7734a061edf88,2524,1543
0x3fa447a0106b1809539245608739387e4b85c36a,1119,911
0x3fb369b36065d64ac5e1aac5b02b1b7c8d8c5d4f,2019,1527
0x3fbddbdfcdb7b1ca4db9ea4b4f1b95f14bfcd333,2244,1651
0x3fc5d46a21de2113ed7ab4376bbb69b1060a1838,5455,970
0x3fe81770221c47ad1b3f3d6a172ceea457be7c59,2585,1476
0x4002f973fc973f3211757aad66e1f58d3a44bd5c,58,21
0x40210598f8e99d8a228750b57c13384e7023c3ae,6878,1419
0x40250db70021b1081db4961aba097554e73b3fe1,6757,2317
0x4099c11e4f845a824f6f4dafada77592aedc8e2e,665,479
0x40a0f793ccfd9bc6f2532d06d022be0f978ecbf3,7013,3241
0x40b811e1d8856e9969c3608ea6b78e26ca44e0ec,5000,3770
0x40f1148917d4a1188060d2109ad45dab6e451126,1091,593
0x416bf8ffff8e99408abbfb35536d89cd0adaa764,3582,706
0x4172feb96cda9708cff23950f63a1f6ec0b3d172,1225,795
0x4175acc1c4087315054b9d1b73edfc1c33f76dd4,701,536
0x418f0a99345b1b17498605e4ff65760fe12663c4,24,126
0x419425fd74a489bc65917c59a1b10f51403e2f2d,1859,912
0x41b7bd68f0e4ff88536facf8213d40efcf8dc5d6,4567,2305
0x425d9fe814a6b97091d977f145066b2abf178f86,5236,1801
0x42bfe8c8eb5e87b58c9edeeba73a1d5b45325647,3779,918
0x42d1c137db94aaa0c37275db9f13fe869ee64092,104,54
0x42da3c66dae3f263e08f11bb15316a76ce2b721f,201,24
0x43181519ab5b3c0c6c6517aecc4e60da22cb6cb8,2914,1744
0x43396751f80a8c6225b1bfe0fbf9462ec05d689b,9327,3935
0x4377bcbaf6fe3b3f987629aff81f7adc0a87d23e,704,246
0x438295b5082dc6a0cc50960e3513d5d7f23405c4,3008,1535
0x4393c02e65cd9596d0578813aa225a72312b423b,12870,3434
0x43a1da6b942a653d65b0eb4f476bceff05bb9d77,1340,1058
0x43ad28bfe10e1d31ec1229ee7b0a6491656b4e3b,2504,812
0x43c419785289fe5ab9dc68aa8aaae359bfc77390,15,12
0x43dd8ca6f882f4b80ea65df6707858a407ce5252,2596,574
0x43df272d30bef32b3517bd1c7f51e87e03877030,4708,2673
0x43e8fe7e25f15db0df6e7199332e7207f61993e5,1465,578
0x44130e826f62881de80ea7e6528508330d2e3e6f,405,249
0x442164343d80241e96a35a159983a3f977cf25e9,87,34
0x444b526826e279b8e1a09abc9de3c45f33dc8275,270,154
0x444e68716dad3e3de014dd718dce79b739403488,7844,2166
0x445f29faa6c84b371dd0a7c47c91d313ecd5a794,80,29
0x4467109bad1e93e90ce9d41df54748fcb2eac67f,3589,772
0x449ae821859c8075bfea4b449cd753b2f046b957,1074,458
0x44c1c5e815084cfd76930a4beada63e5c0d67562,17067,2576
0x44c983dd013e34bc3a08397cb1639924958d759e,559,514
0x452c3d26f5fda33a1060d1ec6bdacf65fbfeb0a4,374,224
0x452fe74c3b335a42f8132db2f5d088a6b4c4cd80,1496,604
0x45328045bd03c5ffaee0a7c0cc8d06fd1bf610fc,1494,1080
0x456764666da6b2d27f0f5967202f0c4c5ce542ab,5020,1487
0x458b8ab243dc2184b086bb15ad27ffcf166366cf,2385,816
0x4591c791790f352685a29111eca67abdc878863e,10114,2842
0x459bf9f3773ee93095139833ca2fc8847ae3ef35,2766,1164
0x45bb6f092670ab5128cdeffd56fea20e59224332,17413,611
0x45dcf807722e43ba152d8033252398001f438817,4251,2597
0x4602b67aef95d1bbff5db38cd9a0147319eafb1f,1714,883
0x46034dabca47daa4e3a7cb67f95b66f695c025aa,2335,1385
0x4639b992b96dd59f53058fb526a54a28ba731b85,11560,22
0x463d56ffd4d463e22444a03072ec0b75e1e49af2,4639,3124
0x46bff221e06974e4615e680e4f76169ecd51da26,2999,553
0x46cf7b9be53b1b439efa8d1fd3e36f151e6e9603,6230,1509
0x46d6a119dbd258aa4423aa59ab40321ada6447ea,4615,1605
0x46dc5a5b0cdb4b416d3c744782db75c28299f244,9365,588
0x46f8654dcdacac2f85c540d95a552721291899f8,6098,2362
0x4706a1ff1ed271192dd8ea33b9a1d67b7ee35a5e,1501,626
0x470c41dedfb43460991016dac017a9c00fdebe15,2028,1074
0x4722552beacd4b75223fff534499a0e8d3631d67,3090,1003
0x475fe8c619cc9e957acfd3d23952a09393790bb8,13088,690
0x477e83fa7dfb41e64daf20ea6950bde9ea9e253c,21195,910
0x4799d964e4cf9b1123942d7aaafa944c60d89fd3,3013,2019
0x47b87f0bdf235f6017867280e4dcba93f6508eab,2559,1836
0x47c00e8d00d34bd57b4dd61ccde91dbe5ddae6c6,7814,6811
0x47ec3dd8fe054b51a262fcc7cce0bd127d44ca4b,2101,1205
0x480e3d1070109cdbb1e940f14c6e2235ced54ac4,3051,57
0x480eced886e8d9171da18304e83daa0591e75095,2479,582
0x4816bcf0c7ed695427fba79d06db62085aed8d19,1993,1096
0x482050b6a609630e717d5e3223b07e2aab20d259,12312,1250
0x487917fa99da8b2083b37b7fb44b9645e6a243d5,306,38
0x48c06fb8c4f95d0d811139181aa6a60a64fb2a6f,234,144
0x48c2337981c883b31234551b53c697b77c16a59e,2610,1611
0x48db5a01da9710fad6925ffee8cf80ed50d380ef,816,526
0x48ee4932a3e78c0451d572fe688efb2e39b6a567,5008,2563
0x48eea82bb02140f0fe4e9ca07e7c9c2a1fb5b786,7965,2701
0x4905a4e9ffb1c1bb8361540799a0a662f6d83fe8,495,317
0x4921aad8512dbd4096ba71aedc969ccc99948598,2247,970
0x494fb384b36cc9487f6fabff529b03dec9a11737,673,465
0x496069ffc78e73ca588509ad55f4368ca03a2f14,1457,148
0x4969b709c8720ee57f5ae7eda7b6f73ec1c2c1bd,312,213
0x499bb1c94393ee05f7c8f2bf6f11e8a9c1e9ee2b,11465,2721
0x49b9584b2d01ab3b28567ccbfaa9ae0f7c3fe987,1792,1182
0x49bc245f3f52064ae19ee0f959b41c574be8db16,528,321
0x49c08d29204c5c70f8d4a52701aa18b7a533aead,969,502
0x4a1ff2e433bc2099683a9835fb6b570e0239c692,706,362
0x4a4b6500737e68620ac2f02a620c96e6ee67a5f2,1276,715
0x4a4cb033c590811a253d713e05b6770cbdc82e21,2127,262
0x4a4fce1ca279849a5d1727910b6c4cd815afe599,932,181
0x4a7c952dd9da96c843e6fe1d6f553a98453ba2ee,503,432
0x4a8768d0feb0a25f4f423f5c9e0686801fe3fc8c,175,100
0x4a968c0668cb27537483e156b08d57731a38372c,1742,713
0x4aa7b582166e664087e66db9e3083ab9fd068602,891,378
0x4aaace782cfb8f62574fb876bf2339c106a41291,3898,1969
0x4aab4364fa93574e573537c3deaec7b12e71434d,840,537
0x4abadb072fba668395d0cf39dc89326662592d19,3122,680
0x4ac7da44e7cd403ac2b30b3299bb52936975ba9a,548,537
0x4adb701e1f86c5beb0fdb747aa5e7f8483fcce7f,10,10
0x4af6e7821fc3984b226cb949d8fa444e7ade8868,3725,1737
0x4af8870ba40e365c102c076ec021a945186f6079,1330,1009
0x4b00f3c5a82079bbfef4f26e293f84a72b95cab6,3326,1509
0x4b13e4107b62cdcb96e0ad84ad4bc2f684440d13,5579,2229
0x4b3d338f3377c29550d2639187801314cd9afef9,1341,53
0x4b585554c34673e0dacf72a39650a7d199ed9b78,4065,1575
0x4b59f2da9f71b5fa28d50e6411e4499ebe3f804a,4735,1316
0x4b845b0948fc464f1163a7463497eb1475d45c87,1985,949
0x4bc3f1b06da13caeca89cfb91b799d0b5685c663,1595,346
0x4bd467897eb79bd5cf3e23e7d995b8e8e27a2d31,1878,503
0x4bd9664d40ab842b90d4f2e51f71b32961554165,3009,2008
0x4c226ad1beb56e36429723eb9d2c1ca6beb720f3,3202,373
0x4c3334e831fb348dff73919338066eb82614ced8,22334,6657
0x4c3390671cd7f1a1ed44c84792fe9747d9a43fe1,179,18
0x4c3836b20f8e78390d8362c491bc0830835d17fb,359,92
0x4c38b421d713a2a71252e62323f657e81a2b2708,1824,979
0x4c3a2965528a1b89e92ce406004a7e38589997f9,5282,2592
0x4cec2ca9cc2dd7e458114b408635a07511c52a45,297,294
0x4cf9b49dc50380ee33cdd9995bcc0be9471e3168,7018,72
0x4d13d387e34d412088a6428cd360a06b533e8a8f,525,301
0x4d20aa64c15462c7178138b25d4944b79c9a6971,987,620
0x4d2167923f119566a5d8e36cd216b0d11deebf47,4904,1308
0x4d232cd85294acd53ec03f4a57f57888c9ea1946,7490,2257
0x4d5be2853a042595550d704c461a24caa8db94e6,12681,2257
0x4d9cce628213a45650567eac58d37992032643f2,5441,1593
0x4dda3f9662b5772b5ac6810ffb199ebe2301ab83,2701,1563
0x4e1fd89e224fbd3350af33cbf0a798cc7d486983,13063,115
0x4e2c1477f14b4906e304ef620032a404f7fb2fab,828,392
0x4e3649bc7bb0a1226fff9902881026b0717dced1,391,296
0x4e43d826362d5d0d8e25ff0f937a02b54e8893d8,935,610
0x4e8c0cd92d062bf703055a3670a91ec948844058,5931,2663
0x4ebc94fd959d2c4b33ca75963c6b5e95b7bf4a21,28217,4629
0x4ecfab6981b662f668f2323a4eb7a8887f49353d,6487,1501
0x4ef1166bf801c61439953a22b0aaf8fd2de48b7d,2251,1205
0x4f1f5d229cd0c4025648339645d2173446d9b8df,887,649
0x4f325eb5de619549d426462cac2d525c1ed2d1a5,343,273
0x4f473c1f3f93c4bf28d6c043554fdd4ba7336bfc,274,221
0x4f5d880b071f7cd39f1d541865eafc03787a54ab,1097,678
0x4f7618579382e09836907c9af5af2328b5ced5d8,2644,858
0x4fc4a215380e03d57e44dfea82dd7528220b82da,1856,848
0x5025ebac986d9a5914442c6c0496fbbe41ef1464,6922,964
0x50637e18da5e47d872ece7d4179bf2d5d45ade12,80,29
0x506ea7c7ff78f08850212bc450d40c9028b7eb5f,150,1
0x5072858b4951394c011df0dcc3bcaf1be2dc34e1,1515,610
0x509037060cfcc4d1e28e18ad137696285909b0ca,284,251
0x50a43fb177459d3de573ddbcb5cf0dcdd23c2852,2011,1238
0x50b44b400968166e950f5152d41edb618be61b46,1988,1060
0x50b5b2e62fdf8c7428994aa803abf2e10bf17d0e,5487,376
0x5123f8c3edbc38e05157a5eb5fa702df5e0f75f2,6452,1131
0x512e0e3e31c2c175445dd6847a9dc8e76011a3e3,3648,1466
0x51329edfc2275b9e9fcaa5da7dfa4c49f2d508f0,2220,18
0x514abfd5e0f9b1be27c7a793704d3446b07a690d,275,42
0x514df9ed9b71c7929ff061c02a954a835f078b5c,2622,702
0x51813da2cb2a19593417f3491149ef5d91fa2e79,2160,1252
0x51a20d449a4d551dea1f83033b3cf91979736e77,4345,2148
0x51bd5948cf84a1041d2720f56ded5e173396fc95,6418,1449
0x51c411222389b3f8a35206ad74568159951ed000,1603,1238
0x5215b6b6155f5b1f7f449343bb7855a69e85c7f6,3057,1690
0x522048d2a759f31d4dab80150c4dd1a888467216,279,224
0x52376b7ae2feb62c0c0593aa9b9172a0271e0620,1442,847
0x5266c5aca260818be013c80bd9ed5ba0f3d49070,10020,2275
0x5280c578c98e66ea6d0a64418901ed419e5e1d0e,2928,902
0x52970caf84b972e6a72e68fa9dc180a355bf39ea,798,573
0x52b416e284303b223cda59ccb3d6fe0e422ceb3b,11768,2084
0x52de3f1e80f976a8f1e7b27d74cc392695253768,1633,981
0x52f3d6716acbadfafbc066b33306c962bb0a072f,727,652
0x5337cd4c37fbee4c6272fc22305a0311e2e5a1a4,549,470
0x5349d91987a0bc1f9541227c4c98c2a5b806609b,1871,917
0x536f49c14350d74f2dd2991ab483278176513083,308,247
0x537b3cc2a6cfee7c505493102922474e97fc0269,3684,1624
0x53861d80fdcb98154b1429ce18c2448f29290c84,1004,926
0x538d067aa87e75bf7968533a5d3957a017c32551,32508,828
0x5397ed3316d22253dcad552d2c7acf3b0e0635ec,4262,1322
0x5400a3d02aecc3e5d8d679758ff7f0dc1a3e7eef,476,258
0x54060a734cc7944e5928aa7829c804c018907726,7712,2766
0x54084971dfcacc4e80af596a85c7b60c73b9e4b0,1581,751
0x54144a0ca4822414ec4e745e6ace543a322d94ee,6373,2521
0x5435a28bad519c6e7f52ff7814c5304c72be8b6e,1289,890
0x54f005e9ab25693b8d8d8efeca76f3f57313b443,594,203
0x54fed13938d13f188b40e6f6227bc9723c10caca,2613,916
0x55256178afe74082c4f9afef7e40fec949c1b499,2507,657
0x552ea1b419d4ac9f5ec2048979b1eb29406ee6eb,323,206
0x55439930fad2e3b949829e2dc60715c11c357590,1259,913
0x5565797952acf067ff873147392b2a9a4d177be0,443,388
0x558f38977e199145924cd0c97ee6d29ff22d6485,2453,1720
0x5592a3d666a4c4294f963c00707162deb6c6432b,201,75
0x55bdaec2d3e03656910a8b5690956f029fae366c,4658,884
0x55d4388b887ff1a0f73c8ab1c90d8d0f54762cac,6115,2529
0x55deb8d5b7bb1dc1300821d254985a811364f9b6,1335,554
0x563851297fe12bbb313c6565d12c2943e4a2a8a6,1796,454
0x5647717e536e4a6d3e6cde2d848fb6d933db7acb,941,165
0x5664c087d849a2ce38b7c7c9ba7d0db47052014e,433,54
0x567c5b931322909ce09a4963301e24f8ff8cf4df,2690,877
0x56826a77f7a5dacf6476d4239f98bd72f15db703,60804,50000
0x56bf95163cda8ae3ba32dc8218978e29b4d3933e,1200,560
0x56c103a3770f2127cc0b2fa2889ec92069e12aed,331,237
0x56c707414bc4c9d3fd71a19d3c266295cf7f7312,2265,493
0x56d2932c3ba7b446814905dea41cdc25aa031d1d,1013,626
0x56e42c54913207cb2fae860a3edeca777ec818d1,117,107
0x572887624c096d0a1d84e3d7ecfe0cc55673b1d7,5106,2533
0x572c7f1ec546c6c02d536a1367483418455ddc19,1531,1035
0x574449de801b3e8abc4cd1cbcacf6327d1133e04,1212,1077
0x579e4ca5888ed1420492988bf75e26d9e7b4c535,1075,686
0x57a216567d596073dff4cc5026450619ee0be4a5,2128,881
0x57c5ac62fba2e759eb0e6bef8a730d95cb4fe69a,6687,1861
0x57cf387209c4c7b61f73c962e8251e5bcdd64448,1955,1368
0x57d92916dbe9cc2ce00ee0216c27853b729e76b7,292,243
0x58000c2ccc52ec1a8a494bdfd94d0c553e2cfb44,2196,1410
0x583cd01eb10b2ccb2f19117bfdee6c9ac18c3400,4164,1979
0x583cf7488d6382f3d5d4e88af7fe35f15265ea4e,5509,1992
0x583f7170f500bd914a2ea11d50bc6fb2aa74699a,97,3
0x588237a6cba6224cc8938df621fc4a2c84200b7c,4491,1873
0x58836fed8691bcb895f8649c668e9fbee5beaf02,549,383
0x588f4dfe4cd9d32d5c5a0798e3171322227daabc,7817,1217
0x5898bc96e27bbab297a77a5c2d523b7ee6b78db6,912,572
0x58c9744e5669e7b3f0b770f3f0307d209d609287,422,140
0x58f9b7f307666865ecb69ba91b4df91278d56bba,109,51
0x5908820ff514630c3f1ea39aae4da8ca2dd93a63,3897,2108
0x592d47d526c500facb43a0ad373cbcaf80253a1c,1002,2
0x5932a16c53890e47425b2c676f36724aab72a7f2,6095,1790
0x596dfec7e737666f827b8eddda5696bd7001cf43,7222,2993
0x597612db5b54ce16e9484563e761c428b2041580,58376,23259
0x597ccffff65af8306d9b43df34096fa44003a729,351,2
0x597f10b92e56d7faf4af134821a97107efb7774e,849,518
0x5991a2d28619b0f3d474aceeae788ece947b0fed,1057,637
0x59b6d29abcd50a75391147b402fb646af0fc0eec,2762,752
0x59d47f8d37f7bd3f0bc497c37fdaa3e8afdab3f6,19,6
0x59f6b4275506aab4b0798c1ff1f75db0b0af9b5f,24441,510
0x5a5ab07954317f2588c4a7788f60c05317b8053d,302,209
0x5a9f6256104b913ce6900e4f69f352e02330aa42,2688,1034
0x5ac021d0f21b3c4d3c70c3a55725697b845c5cd7,4392,61
0x5ad06285676539066a0ccb7844db910ecb0ce6ab,3876,1621
0x5adab3a87893bf9ef2f8cf9b50cf458de547401a,493,291
0x5b0fd89e6033a5790266fa1ea84d4a221e7dde2b,80,48
0x5b184c6ba0a08aeedcb4c8d5735f6a0ec4ff38f0,2515,871
0x5b28318a20d0da6e3da8df4c58fc609db4b1afe8,6670,2689
0x5b3094f0ab7749b746919cb47a41253d72c02794,1906,994
0x5b3808924cb989d467fb2e11dbcd70bc2f9d3504,1739,825
0x5b3a0160795a4ee33053050196065c931f322df2,2316,1177
0x5b75f2be553751a2ae5008a36f6ccb7461c4045a,463,227
0x5bab20354dbf3ca794e08116df4ea22038219d43,3122,1418
0x5bc506fe7d7a8cb0e0fec3fdc7286962edc809b4,1618,904
0x5bdf47c6691edf5d2e5f7a156324d88e1478fca6,6971,2475
